State,Year,Month,Avg_Temperature_Celsius
Alabama,1905,12,15.334130518902263
Alabama,1906,1,13.643587139019118
Alabama,1906,2,1.1626113316018536
Alabama,1906,3,-2.2109011506249514
Alabama,1906,4,11.093603883088793
Alabama,1906,5,3.858472075247766
Alabama,1906,6,27.262281536851525
Alabama,1906,7,0.12407613229303749
Alabama,1906,8,3.961006801920732
Alabama,1906,9,19.730271704471633
Alabama,1906,10,5.7335126068162925
Alabama,1906,11,-3.8780022174182207
Alabama,1906,12,-7.133301819065602
Alabama,1907,1,24.31850427008591
Alabama,1907,2,-3.4578996268925373
Alabama,1907,3,-2.437436608090316
Alabama,1907,4,7.805874294617215
Alabama,1907,5,25.668953587033357
Alabama,1907,6,32.34738152694519
Alabama,1907,7,-4.453306002643051
Alabama,1907,8,33.73367527732407
Alabama,1907,9,6.6998535851989445
Alabama,1907,10,-8.135230457704703
Alabama,1907,11,26.010327775842732
Alabama,1907,12,28.984563779584377
Alabama,1908,1,27.981541176350945
Alabama,1908,2,-7.195370043554668
Alabama,1908,3,2.3543630741115695
Alabama,1908,4,6.06114264753586
Alabama,1908,5,29.649934160936468
Alabama,1908,6,28.676918723980194
Alabama,1908,7,13.31204790245047
Alabama,1908,8,-5.302323704328515
Alabama,1908,9,21.206779046363636
Alabama,1908,10,21.559431870402086
Alabama,1908,11,25.208430038077694
Alabama,1908,12,10.114821123607186
Alabama,1909,1,32.80725726179885
Alabama,1909,2,17.310743420753564
Alabama,1909,3,12.461652463774854
Alabama,1909,4,13.609711346503538
Alabama,1909,5,-8.368823496283524
Alabama,1909,6,27.0475768255043
Alabama,1909,7,32.01669582082472
Alabama,1909,8,15.899733836220374
Alabama,1909,9,16.213134463664737
Alabama,1909,10,5.625255420403057
Alabama,1909,11,32.90411488198609
Alabama,1909,12,8.99288996628292
Alabama,1910,1,-4.632227644753668
Alabama,1910,2,13.529872445756641
Alabama,1910,3,-0.9407518172769969
Alabama,1910,4,-1.6807541394873038
Alabama,1910,5,-1.2066709263922615
Alabama,1910,6,3.0757367187369358
Alabama,1910,7,27.20472625437835
Alabama,1910,8,18.11480628607731
Alabama,1910,9,18.803839852092086
Alabama,1910,10,1.698913236269874
Alabama,1910,11,-5.98062573666623
Alabama,1910,12,1.1255772514608768
Alabama,1911,1,-8.637924525128208
Alabama,1911,2,-5.516191601412942
Alabama,1911,3,29.415090711054887
Alabama,1911,4,5.525185380702112
Alabama,1911,5,-3.1614410599316383
Alabama,1911,6,18.40412296851564
Alabama,1911,7,20.879642917508782
Alabama,1911,8,13.882469620663372
Alabama,1911,9,11.886300026088456
Alabama,1911,10,6.837400135930306
Alabama,1911,11,26.56398787755697
Alabama,1911,12,23.284606077454775
Alabama,1912,1,-4.182780451840259
Alabama,1912,2,24.023090910922058
Alabama,1912,3,1.5557007830927851
Alabama,1912,4,2.7919315161755787
Alabama,1912,5,-8.199295105374613
Alabama,1912,6,-8.65423320490067
Alabama,1912,7,11.643529509426163
Alabama,1912,8,25.22078180887472
Alabama,1912,9,10.787122654937761
Alabama,1912,10,9.691607808661892
Alabama,1912,11,20.40300430200902
Alabama,1912,12,-6.747840416314867
Alabama,1913,1,20.878961521778546
Alabama,1913,2,30.909822042823563
Alabama,1913,3,-2.2384988708993596
Alabama,1913,4,-8.584283845192566
Alabama,1913,5,-0.548668373996577
Alabama,1913,6,11.233187870502782
Alabama,1913,7,15.572470637432428
Alabama,1913,8,17.85671942941585
Alabama,1913,9,0.2595366738963705
Alabama,1913,10,26.63049492156101
Alabama,1913,11,33.041243884612655
Alabama,1913,12,1.703381317479467
Alabama,1914,1,4.803895607547604
Alabama,1914,2,15.699437749211572
Alabama,1914,3,-0.1512999336143963
Alabama,1914,4,1.7638128054131244
Alabama,1914,5,-0.8412020027303271
Alabama,1914,6,9.458279217390249
Alabama,1914,7,3.8427595826434224
Alabama,1914,8,12.438028639948673
Alabama,1914,9,2.5890099238014948
Alabama,1914,10,1.5970967029512568
Alabama,1914,11,-7.345405601263953
Alabama,1914,12,-7.699151781677385
Alabama,1915,1,-6.485590608842236
Alabama,1915,2,-9.420523804723807
Alabama,1915,3,9.05486089390665
Alabama,1915,4,17.061907003251203
Alabama,1915,5,9.318538084378432
Alabama,1915,6,11.704587860870209
Alabama,1915,7,-5.211465801915705
Alabama,1915,8,-7.220712562333406
Alabama,1915,9,19.239684112620573
Alabama,1915,10,23.95307476074531
Alabama,1915,11,33.96838682371976
Alabama,1915,12,15.586939598126413
Alabama,1916,1,16.794083160095138
Alabama,1916,2,31.141504390726837
Alabama,1916,3,-3.039046175223156
Alabama,1916,4,-9.96964777853373
Alabama,1916,5,-1.8995177521148623
Alabama,1916,6,21.47177590979073
Alabama,1916,7,32.619920453159054
Alabama,1916,8,-9.671178472740179
Alabama,1916,9,-7.153451418589043
Alabama,1916,10,30.92242956112144
Alabama,1916,11,26.49194213055099
Alabama,1916,12,4.46923152348838
Alabama,1917,1,18.762815602126842
Alabama,1917,2,-2.327433185757582
Alabama,1917,3,-4.102834040319573
Alabama,1917,4,-3.5752382802187306
Alabama,1917,5,2.024238774892778
Alabama,1917,6,7.853169635387868
Alabama,1917,7,-3.8022376248047864
Alabama,1917,8,-4.9274188784561055
Alabama,1917,9,-7.509715367840517
Alabama,1917,10,31.860278692222074
Alabama,1917,11,9.216501097752932
Alabama,1917,12,29.582320955018226
Alabama,1918,1,18.512761639283056
Alabama,1918,2,-8.703517620375653
Alabama,1918,3,-3.5437024606104046
Alabama,1918,4,26.88079093392185
Alabama,1918,5,33.63745374068446
Alabama,1918,6,13.739435032746353
Alabama,1918,7,9.578282779679714
Alabama,1918,8,27.968924654772152
Alabama,1918,9,32.51830472957804
Alabama,1918,10,27.061568563651065
Alabama,1918,11,-5.834046713827058
Alabama,1918,12,29.72431611691909
Alabama,1919,1,8.511280394065608
Alabama,1919,2,9.592979999443678
Alabama,1919,3,3.8487078673132444
Alabama,1919,4,32.329950092040455
Alabama,1919,5,25.468995931912097
Alabama,1919,6,14.134357448958276
Alabama,1919,7,-0.07820646196461745
Alabama,1919,8,33.16730927448116
Alabama,1919,9,-1.3566482307641277
Alabama,1919,10,6.72358104046695
Alabama,1919,11,24.750129940777697
Alabama,1919,12,10.673175601861569
Alabama,1920,1,-7.099791572707542
Alabama,1920,2,-4.237939164138064
Alabama,1920,3,7.960929033016495
Alabama,1920,4,17.880576467443987
Alabama,1920,5,29.476780756950347
Alabama,1920,6,-1.8146380320791593
Alabama,1920,7,4.9515445847109465
Alabama,1920,8,18.5277470624716
Alabama,1920,9,11.314362897246152
Alabama,1920,10,-3.9230953226361907
Alabama,1920,11,29.531693470904223
Alabama,1920,12,-1.3523530068404543
Alabama,1921,1,20.841004676595034
Alabama,1921,2,15.720669213156295
Alabama,1921,3,23.83582234643628
Alabama,1921,4,1.8574437803681327
Alabama,1921,5,2.9824948474425685
Alabama,1921,6,27.899985472571984
Alabama,1921,7,8.189700691592929
Alabama,1921,8,0.12793488791254148
Alabama,1921,9,32.903030297140404
Alabama,1921,10,26.849071673590593
Alabama,1921,11,2.5648862521880265
Alabama,1921,12,0.14400788373752604
Alabama,1922,1,14.153108625068523
Alabama,1922,2,7.334505864745616
Alabama,1922,3,24.69472267273828
Alabama,1922,4,32.06347644478369
Alabama,1922,5,13.4625169276454
Alabama,1922,6,22.22263391695308
Alabama,1922,7,-3.8202324873691724
Alabama,1922,8,25.353072311302043
Alabama,1922,9,-8.190497990502083
Alabama,1922,10,33.93889649556749
Alabama,1922,11,19.878096287571566
Alabama,1922,12,-5.915504238087666
Alabama,1923,1,8.0605303829836
Alabama,1923,2,23.955671995551327
Alabama,1923,3,-7.393850308378276
Alabama,1923,4,29.962585602518033
Alabama,1923,5,11.642232503152172
Alabama,1923,6,-0.32419586472997963
Alabama,1923,7,22.250152596023824
Alabama,1923,8,21.99817692754847
Alabama,1923,9,10.419306361063764
Alabama,1923,10,15.266668191736954
Alabama,1923,11,2.217259565849764
Alabama,1923,12,7.647615731027482
Alabama,1924,1,5.659554991350014
Alabama,1924,2,-2.4593714326759137
Alabama,1924,3,11.12373629149775
Alabama,1924,4,5.09225103384145
Alabama,1924,5,-9.863970066722437
Alabama,1924,6,24.57474454991754
Alabama,1924,7,1.0895686394603175
Alabama,1924,8,21.559950761201474
Alabama,1924,9,11.408754881547019
Alabama,1924,10,13.216884348374165
Alabama,1924,11,13.067816567841092
Alabama,1924,12,14.50592115429107
Alabama,1925,1,30.72579133497544
Alabama,1925,2,33.76214493210125
Alabama,1925,3,30.0260860694271
Alabama,1925,4,27.327698453867768
Alabama,1925,5,30.702160296819386
Alabama,1925,6,6.912328772804273
Alabama,1925,7,28.056371478685172
Alabama,1925,8,21.843334207206542
Alabama,1925,9,27.246323485039234
Alabama,1925,10,31.38815668575475
Alabama,1925,11,15.736562090951551
Alabama,1925,12,31.834743960376734
Alabama,1926,1,-8.842199738561924
Alabama,1926,2,34.638564314933326
Alabama,1926,3,-5.125491254761273
Alabama,1926,4,32.987924516352194
Alabama,1926,5,24.655668702067715
Alabama,1926,6,8.828823251819756
Alabama,1926,7,31.09326128583414
Alabama,1926,8,28.43587996479844
Alabama,1926,9,-4.981342928331135
Alabama,1926,10,16.306769041614622
Alabama,1926,11,-7.328639340664042
Alabama,1926,12,34.340570275879756
Alabama,1927,1,30.193030983776055
Alabama,1927,2,-0.9094499758012358
Alabama,1927,3,7.319036128423708
Alabama,1927,4,18.43629638490575
Alabama,1927,5,28.297810738885012
Alabama,1927,6,25.860691295344054
Alabama,1927,7,30.7960580822348
Alabama,1927,8,34.87337870658535
Alabama,1927,9,4.960109547942652
Alabama,1927,10,31.1805285220695
Alabama,1927,11,25.187759265841947
Alabama,1927,12,18.64105428000105
Alabama,1928,1,-9.018421965136493
Alabama,1928,2,9.94419530088782
Alabama,1928,3,15.267510371411376
Alabama,1928,4,-3.3549392335761894
Alabama,1928,5,-4.639157996196382
Alabama,1928,6,-9.726323666949211
Alabama,1928,7,-4.236261139080848
Alabama,1928,8,-7.753878593816692
Alabama,1928,9,-9.474670460398121
Alabama,1928,10,1.8488321906779444
Alabama,1928,11,-6.979153434250258
Alabama,1928,12,32.52133753435662
Alabama,1929,1,27.646609818631
Alabama,1929,2,-6.395682375164872
Alabama,1929,3,5.856529373430341
Alabama,1929,4,10.600407380326814
Alabama,1929,5,5.130540674489193
Alabama,1929,6,13.02390954592013
Alabama,1929,7,34.77987790164977
Alabama,1929,8,20.199010258686105
Alabama,1929,9,22.00197270186868
Alabama,1929,10,26.92836785136319
Alabama,1929,11,0.8659514490099038
Alabama,1929,12,-1.0108770826601532
Alabama,1930,1,21.44266770710487
Alabama,1930,2,14.033282508301578
Alabama,1930,3,19.409747733218307
Alabama,1930,4,0.6674834442080186
Alabama,1930,5,14.614201674667076
Alabama,1930,6,-9.9115248445642
Alabama,1930,7,29.9094879903788
Alabama,1930,8,11.513440805253278
Alabama,1930,9,20.819802510459002
Alabama,1930,10,31.05147294769703
Alabama,1930,11,12.406938246183184
Alabama,1930,12,-2.513392297328709
Alabama,1931,1,14.88562716854614
Alabama,1931,2,34.79160073272671
Alabama,1931,3,12.362305652464514
Alabama,1931,4,34.34767883334128
Alabama,1931,5,10.687938414476744
Alabama,1931,6,20.73063942439061
Alabama,1931,7,25.865482187680477
Alabama,1931,8,23.71907568149056
Alabama,1931,9,11.970668785489913
Alabama,1931,10,6.303750384540688
Alabama,1931,11,17.564210870575952
Alabama,1931,12,-4.457779431059377
Alabama,1932,1,11.189222898353044
Alabama,1932,2,12.675685373332321
Alabama,1932,3,34.89747869610488
Alabama,1932,4,-3.170850556025825
Alabama,1932,5,-7.097876465664218
Alabama,1932,6,-2.8015550792880735
Alabama,1932,7,32.6031124467413
Alabama,1932,8,-3.6870353926542467
Alabama,1932,9,32.65542061099894
Alabama,1932,10,-2.493740916122241
Alabama,1932,11,4.908711760478814
Alabama,1932,12,18.821469219893004
Alabama,1933,1,13.013296698660458
Alabama,1933,2,11.344899676453181
Alabama,1933,3,20.422620079967004
Alabama,1933,4,10.142992946510486
Alabama,1933,5,-3.264949715620932
Alabama,1933,6,-9.435655059065182
Alabama,1933,7,-3.433330774681564
Alabama,1933,8,-5.899402024440935
Alabama,1933,9,30.859180703532033
Alabama,1933,10,18.991868294311892
Alabama,1933,11,17.808253366633807
Alabama,1933,12,5.340497677886518
Alabama,1934,1,18.409875962276
Alabama,1934,2,19.191430159142705
Alabama,1934,3,33.04937559409095
Alabama,1934,4,24.87234464564844
Alabama,1934,5,33.96223759856165
Alabama,1934,6,20.87336374494674
Alabama,1934,7,-5.933191752182642
Alabama,1934,8,-9.27644967671166
Alabama,1934,9,24.227493860596574
Alabama,1934,10,0.5671977717305552
Alabama,1934,11,1.0503774847905554
Alabama,1934,12,23.6383271423841
Alabama,1935,1,32.22280521887345
Alabama,1935,2,25.74670221338291
Alabama,1935,3,14.751581186151935
Alabama,1935,4,6.880979365322723
Alabama,1935,5,17.504633685762347
Alabama,1935,6,22.81295459677179
Alabama,1935,7,-6.153048482085794
Alabama,1935,8,24.54485382673208
Alabama,1935,9,14.144896862349032
Alabama,1935,10,7.732284640070532
Alabama,1935,11,13.873198331420468
Alabama,1935,12,33.21972403434795
Alabama,1936,1,4.251152815752249
Alabama,1936,2,16.649705695765128
Alabama,1936,3,-3.0250381004417655
Alabama,1936,4,-0.2805267516352874
Alabama,1936,5,-7.4025764496527025
Alabama,1936,6,9.643488853659807
Alabama,1936,7,10.772700696222799
Alabama,1936,8,10.987465377949647
Alabama,1936,9,15.316339037996965
Alabama,1936,10,26.814240006181407
Alabama,1936,11,29.75321102614823
Alabama,1936,12,34.01442027367983
Alabama,1937,1,21.578552607025163
Alabama,1937,2,20.71879064388454
Alabama,1937,3,0.9082534490264091
Alabama,1937,4,5.290158923369452
Alabama,1937,5,29.643883541985794
Alabama,1937,6,-6.489279672852217
Alabama,1937,7,31.292817579598335
Alabama,1937,8,-2.352237433883725
Alabama,1937,9,31.357170880796858
Alabama,1937,10,-1.105654302735413
Alabama,1937,11,-5.513378802219493
Alabama,1937,12,6.081400046662065
Alabama,1938,1,30.027884354074807
Alabama,1938,2,1.6287446191650048
Alabama,1938,3,13.015030564978137
Alabama,1938,4,-9.051699483164942
Alabama,1938,5,29.08958543699333
Alabama,1938,6,-2.1047555960195927
Alabama,1938,7,13.551369884857149
Alabama,1938,8,30.10908682749843
Alabama,1938,9,10.323856219194507
Alabama,1938,10,29.512714094380343
Alabama,1938,11,-5.345823761713392
Alabama,1938,12,28.809502990601686
Alabama,1939,1,7.68300456805774
Alabama,1939,2,21.23703047125878
Alabama,1939,3,16.1564372341605
Alabama,1939,4,7.103983611498155
Alabama,1939,5,7.406639513059009
Alabama,1939,6,-4.591756746470084
Alabama,1939,7,20.756818608961797
Alabama,1939,8,15.544677430857075
Alabama,1939,9,7.209139791659627
Alabama,1939,10,13.54061419066845
Alabama,1939,11,-9.568500047053048
Alabama,1939,12,31.748367880813383
Alabama,1940,1,6.02927567842859
Alabama,1940,2,21.922507663246137
Alabama,1940,3,-1.2659573302944676
Alabama,1940,4,3.535980119625437
Alabama,1940,5,12.363547088415043
Alabama,1940,6,-2.4791975248262945
Alabama,1940,7,29.829141030591224
Alabama,1940,8,1.8379717351127347
Alabama,1940,9,31.92338321637216
Alabama,1940,10,1.5795665870806843
Alabama,1940,11,8.114490405192157
Alabama,1940,12,21.745462030064633
Alabama,1941,1,4.096338707882376
Alabama,1941,2,22.46710593585032
Alabama,1941,3,24.9354544663664
Alabama,1941,4,28.40670738231789
Alabama,1941,5,-2.3735802414352882
Alabama,1941,6,19.034020625909655
Alabama,1941,7,20.484363650232048
Alabama,1941,8,18.38880445344398
Alabama,1941,9,25.613503280814335
Alabama,1941,10,33.4002870885594
Alabama,1941,11,-1.0010975081170344
Alabama,1941,12,-3.6380807811228593
Alabama,1942,1,26.404536862980898
Alabama,1942,2,10.182325172832797
Alabama,1942,3,-9.042106419700925
Alabama,1942,4,14.485859998594542
Alabama,1942,5,19.46195684487839
Alabama,1942,6,33.76244162286543
Alabama,1942,7,24.328131868523528
Alabama,1942,8,19.82463952618361
Alabama,1942,9,23.956816700772457
Alabama,1942,10,-4.058250720637698
Alabama,1942,11,-6.020544727056017
Alabama,1942,12,16.773966658293922
Alabama,1943,1,6.858160997932011
Alabama,1943,2,-1.8810162600052411
Alabama,1943,3,32.004348965102004
Alabama,1943,4,4.534448981313979
Alabama,1943,5,-2.6811515810395736
Alabama,1943,6,21.09665494166536
Alabama,1943,7,24.649003729635197
Alabama,1943,8,24.967060591032798
Alabama,1943,9,19.469487262300145
Alabama,1943,10,7.346146968214178
Alabama,1943,11,5.693244911546838
Alabama,1943,12,11.281969550256932
Alabama,1944,1,30.00033878539366
Alabama,1944,2,34.30729193923904
Alabama,1944,3,19.283949301170036
Alabama,1944,4,12.378339196390897
Alabama,1944,5,9.653776444005565
Alabama,1944,6,24.23761079201079
Alabama,1944,7,30.469944487679243
Alabama,1944,8,12.068544606965627
Alabama,1944,9,3.9982780833738154
Alabama,1944,10,20.99005777426747
Alabama,1944,11,2.6084811479896644
Alabama,1944,12,-0.6654738549550441
Alabama,1945,1,8.253892717926774
Alabama,1945,2,-1.473620088368385
Alabama,1945,3,20.98202811489706
Alabama,1945,4,11.127838223493775
Alabama,1945,5,12.910455770603281
Alabama,1945,6,16.028590712842856
Alabama,1945,7,20.46754412776591
Alabama,1945,8,13.923290985446489
Alabama,1945,9,3.775468214760682
Alabama,1945,10,9.475082162298737
Alabama,1945,11,5.0477910108519435
Alabama,1945,12,9.679377647293265
Alabama,1946,1,-2.097125711589582
Alabama,1946,2,11.579589504121959
Alabama,1946,3,-1.9758305641786524
Alabama,1946,4,-5.914591739790877
Alabama,1946,5,18.486910230862545
Alabama,1946,6,20.7782187457077
Alabama,1946,7,9.737274703322065
Alabama,1946,8,19.594819284415458
Alabama,1946,9,14.875551692509788
Alabama,1946,10,30.773975949137004
Alabama,1946,11,30.511266228304223
Alabama,1946,12,2.9800730157945523
Alabama,1947,1,-3.7468393566106615
Alabama,1947,2,27.87766768855633
Alabama,1947,3,-0.14105236115468678
Alabama,1947,4,5.866615149836244
Alabama,1947,5,33.33349736044313
Alabama,1947,6,7.0382314611703976
Alabama,1947,7,17.009398699619037
Alabama,1947,8,18.901710632236842
Alabama,1947,9,-1.0656388124597935
Alabama,1947,10,13.27865739945377
Alabama,1947,11,16.379784360920016
Alabama,1947,12,13.970544863774588
Alabama,1948,1,12.6947571107765
Alabama,1948,2,-0.9545381684828325
Alabama,1948,3,11.450034187123059
Alabama,1948,4,21.766782044078035
Alabama,1948,5,31.497007302505757
Alabama,1948,6,-0.6129053091078269
Alabama,1948,7,21.774878259330997
Alabama,1948,8,7.633309890385906
Alabama,1948,9,5.325366474916601
Alabama,1948,10,20.20493822239903
Alabama,1948,11,-0.692894137231189
Alabama,1948,12,-4.75500369482732
Alabama,1949,1,3.388717039531448
Alabama,1949,2,-7.909095612324588
Alabama,1949,3,22.289647418309578
Alabama,1949,4,-4.080453778703709
Alabama,1949,5,-4.576356099578497
Alabama,1949,6,9.229486868446195
Alabama,1949,7,8.295727558264492
Alabama,1949,8,18.009240334809558
Alabama,1949,9,30.066718653125207
Alabama,1949,10,25.54560924474685
Alabama,1949,11,16.10102388587324
Alabama,1949,12,25.62320308016364
Alabama,1950,1,8.606550243003898
Alabama,1950,2,1.601261902564687
Alabama,1950,3,15.003051874911296
Alabama,1950,4,8.932685643269668
Alabama,1950,5,32.1668864242633
Alabama,1950,6,23.62068492238039
Alabama,1950,7,-8.177604271170503
Alabama,1950,8,32.7302652713514
Alabama,1950,9,29.088216631418746
Alabama,1950,10,29.270577979028772
Alabama,1950,11,19.28894652116305
Alabama,1950,12,21.252651233582597
Alabama,1951,1,-4.582025028940462
Alabama,1951,2,3.559055878536112
Alabama,1951,3,9.661750427314004
Alabama,1951,4,32.96565527191527
Alabama,1951,5,9.311987101867356
Alabama,1951,6,24.84697279579442
Alabama,1951,7,14.318524696000626
Alabama,1951,8,8.513696449460923
Alabama,1951,9,32.38215446111844
Alabama,1951,10,-7.929683025977709
Alabama,1951,11,32.837203849162954
Alabama,1951,12,21.92866276626411
Alabama,1952,1,3.0207279187676264
Alabama,1952,2,1.094770429371012
Alabama,1952,3,10.057766464648626
Alabama,1952,4,0.7376932831119749
Alabama,1952,5,24.256628021301182
Alabama,1952,6,4.26938159790366
Alabama,1952,7,28.66063935727017
Alabama,1952,8,7.77205684606616
Alabama,1952,9,-2.061749304962021
Alabama,1952,10,3.3773562322935646
Alabama,1952,11,8.309242050152552
Alabama,1952,12,21.119342804763306
Alabama,1953,1,-9.263252985245225
Alabama,1953,2,23.757498734798084
Alabama,1953,3,5.501809236034719
Alabama,1953,4,-6.113563133220175
Alabama,1953,5,24.38479671554817
Alabama,1953,6,29.842712869156927
Alabama,1953,7,10.669059460689404
Alabama,1953,8,0.28924578995446915
Alabama,1953,9,19.434679043851197
Alabama,1953,10,-9.429253105469835
Alabama,1953,11,-6.659284784105148
Alabama,1953,12,16.877847603116532
Alabama,1954,1,4.558259789222973
Alabama,1954,2,11.753095133126678
Alabama,1954,3,9.066095989686808
Alabama,1954,4,31.865779544761935
Alabama,1954,5,30.56651252189304
Alabama,1954,6,28.900755248798255
Alabama,1954,7,-7.507655317114398
Alabama,1954,8,21.77519224024355
Alabama,1954,9,34.109253578106475
Alabama,1954,10,34.230049600192814
Alabama,1954,11,4.909109692776402
Alabama,1954,12,31.354547877956833
Alabama,1955,1,31.905876536196367
Alabama,1955,2,28.121679138918758
Alabama,1955,3,6.472246848140362
Alabama,1955,4,22.653919765317752
Alabama,1955,5,20.20187602555259
Alabama,1955,6,17.864553523508427
Alabama,1955,7,2.405608104891405
Alabama,1955,8,16.93017893319654
Alabama,1955,9,27.758832913233746
Alabama,1955,10,2.9143498310228395
Alabama,1955,11,28.257805129108107
Alabama,1955,12,7.776217646661241
Alabama,1956,1,12.649204419639446
Alabama,1956,2,-3.2029103140647726
Alabama,1956,3,4.921991387650561
Alabama,1956,4,25.677462883670813
Alabama,1956,5,2.6642228981964866
Alabama,1956,6,6.682396246237417
Alabama,1956,7,-4.394704054619699
Alabama,1956,8,13.962979533943173
Alabama,1956,9,18.316574470106797
Alabama,1956,10,-8.193393512736888
Alabama,1956,11,11.821958477692931
Alabama,1956,12,7.216676001278724
Alabama,1957,1,24.015763590939507
Alabama,1957,2,-5.988306869896329
Alabama,1957,3,30.755599618551706
Alabama,1957,4,15.06898121180528
Alabama,1957,5,-1.7451704530398402
Alabama,1957,6,4.002272409427144
Alabama,1957,7,-6.148061535833189
Alabama,1957,8,12.121051202910273
Alabama,1957,9,15.138382978507234
Alabama,1957,10,28.11259314646601
Alabama,1957,11,21.17427361526581
Alabama,1957,12,9.170928612212531
Alabama,1958,1,32.71812329183721
Alabama,1958,2,2.2157781618512136
Alabama,1958,3,10.104668571424863
Alabama,1958,4,4.355658658431359
Alabama,1958,5,22.16481727657039
Alabama,1958,6,19.432586414552397
Alabama,1958,7,13.216093970694121
Alabama,1958,8,14.088521479486857
Alabama,1958,9,1.9847271914918796
Alabama,1958,10,16.372302403008085
Alabama,1958,11,24.24872089938674
Alabama,1958,12,-7.657728715527823
Alabama,1959,1,29.95637307230357
Alabama,1959,2,17.405759955403887
Alabama,1959,3,14.098479320607012
Alabama,1959,4,9.741038227124523
Alabama,1959,5,34.79856498345567
Alabama,1959,6,19.53573529887175
Alabama,1959,7,19.637566467312624
Alabama,1959,8,8.041292846111801
Alabama,1959,9,2.820268041180725
Alabama,1959,10,17.13478739634889
Alabama,1959,11,13.027142399365175
Alabama,1959,12,28.95906987910891
Alabama,1960,1,32.45947519503154
Alabama,1960,2,22.463876073022995
Alabama,1960,3,2.614612602741463
Alabama,1960,4,-2.668834543533757
Alabama,1960,5,-5.040030881813137
Alabama,1960,6,26.308901121119987
Alabama,1960,7,-1.4455520911583797
Alabama,1960,8,5.8452270684967225
Alabama,1960,9,8.03294648181756
Alabama,1960,10,2.493086642171612
Alabama,1960,11,14.446468865302737
Alabama,1960,12,29.678342518044715
Alabama,1961,1,11.404564626264204
Alabama,1961,2,32.21202427024296
Alabama,1961,3,12.020190061767913
Alabama,1961,4,14.440090423827769
Alabama,1961,5,-3.5592337522922124
Alabama,1961,6,33.70977367541207
Alabama,1961,7,-8.684937342285536
Alabama,1961,8,31.430718039527527
Alabama,1961,9,9.599010789748718
Alabama,1961,10,33.75032147703392
Alabama,1961,11,33.99627030882205
Alabama,1961,12,7.325596803967759
Alabama,1962,1,-7.523265531215775
Alabama,1962,2,25.312817258882767
Alabama,1962,3,11.824438483369597
Alabama,1962,4,-8.981519498198208
Alabama,1962,5,32.913229831256224
Alabama,1962,6,-3.0132345497809174
Alabama,1962,7,24.69769288987687
Alabama,1962,8,-7.465711355273966
Alabama,1962,9,15.716055024332874
Alabama,1962,10,34.1684398810271
Alabama,1962,11,26.752918655680396
Alabama,1962,12,8.732856317756063
Alabama,1963,1,-2.9769070163075684
Alabama,1963,2,27.315826709911164
Alabama,1963,3,26.4585963807003
Alabama,1963,4,28.600703420291985
